Antworte im Chat mit der Kirchenführung	[IN:SEND_MESSAGE [SL:GROUP Kirchenführung ] ]	[IN:SEND_MESSAGE [SL:GROUP Kirchenführung ] ]	messaging	de_XX
Rufe Christina Harvey an	[IN:CREATE_CALL [SL:CONTACT Christina Harvey ] ]	[IN:CREATE_CALL [SL:CONTACT Christina Harvey ] ]	calling	de_XX
Rufe Horace Tyler an	[IN:CREATE_CALL [SL:CONTACT Horace Tyler ] ]	[IN:CREATE_CALL [SL:CONTACT Horace Tyler ] ]	calling	de_XX
Rufe Karl an	[IN:CREATE_CALL [SL:CONTACT Karl ] ]	[IN:CREATE_CALL [SL:CONTACT Karl ] ]	calling	de_XX
Rufe Brad an	[IN:CREATE_CALL [SL:CONTACT Brad ] ]	[IN:CREATE_CALL [SL:CONTACT Brad ] ]	calling	de_XX
Wähle die 555-7533	[IN:CREATE_CALL [SL:PHONE_NUMBER 555 - 7533 ] ]	[IN:CREATE_CALL [SL:PHONE_NUMBER 555 - 7533 ] ]	calling	de_XX
Wähle 555-0522	[IN:CREATE_CALL [SL:PHONE_NUMBER 555 - 0522 ] ]	[IN:CREATE_CALL [SL:PHONE_NUMBER 555 - 0522 ] ]	calling	de_XX
Bitte wähle 5551575	[IN:CREATE_CALL [SL:PHONE_NUMBER 5551575 ] ]	[IN:CREATE_CALL [SL:PHONE_NUMBER 5551575 ] ]	calling	de_XX
Ich würde mit meinem Handy gerne 5685552987 anrufen	[IN:CREATE_CALL [SL:PHONE_NUMBER 5685552987 ] ]	[IN:CREATE_CALL [SL:PHONE_NUMBER 5685552987 ] ]	calling	de_XX
Kannst du die 814-555-0487 mit meinem Handy anrufen	[IN:CREATE_CALL [SL:PHONE_NUMBER 814 - 555 - 0487 ] ]	[IN:CREATE_CALL [SL:PHONE_NUMBER 814 - 555 - 0487 ] ]	calling	de_XX
Bitte rufe 3105555774 von meinem Handy an	[IN:CREATE_CALL [SL:PHONE_NUMBER 3105555774 ] ]	[IN:CREATE_CALL [SL:PHONE_NUMBER 3105555774 ] ]	calling	de_XX
Ich möchte 555-9463 über Pixel anrufen	[IN:CREATE_CALL [SL:PHONE_NUMBER 555 - 9463 ] ]	[IN:CREATE_CALL [SL:PHONE_NUMBER 555 - 9463 ] ]	calling	de_XX
Kannst du Isaiah für mich finden	[IN:GET_CONTACT [SL:CONTACT Isaiah ] ]	[IN:GET_CONTACT [SL:CONTACT Isaiah ] ]	people	de_XX
Rufe Emilia Morse an	[IN:CREATE_CALL [SL:CONTACT Emilia Morse ] ]	[IN:CREATE_CALL [SL:CONTACT Emilia Morse ] ]	calling	de_XX
Ich würde gerne mit meinen Cousins und Cousinen Britney, John, Jacob und Michaela auf Whatsapp telefonieren	[IN:CREATE_CALL [SL:CONTACT meinen Cousins und Cousinen Britney , John , Jacob und Michaela ] [SL:NAME_APP Whatsapp ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:CONTACT_RELATED meinen ] [SL:TYPE_RELATION Cousins ] [SL:CONTACT Britney ] [SL:CONTACT John ] [SL:CONTACT Jacob ] [SL:CONTACT Michaela ] ] ] [SL:NAME_APP Whatsapp ] ]	calling	de_XX
Ich möchte gerne mit meinen Cousinen Ashlyn, Linda, Chloe, und Angel über Whatsapp telefonieren	[IN:CREATE_CALL [SL:CONTACT meinen Cousinen Ashlyn , Linda , Chloe ] [SL:CONTACT und Angel ] [SL:NAME_APP Whatsapp ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:CONTACT_RELATED meinen ] [SL:TYPE_RELATION Cousinen ] [SL:CONTACT Ashlyn ] [SL:CONTACT Linda ] [SL:CONTACT Chloe ] [SL:CONTACT Angel ] ] ] [SL:NAME_APP Whatsapp ] ]	calling	de_XX
Starte einen Videoanruf mit meinen Freunden Jackson, Miguel, Dylan und Kaitlyn per Messenger	[IN:CREATE_CALL [SL:CONTACT mit meinen Freunden Jackson , Miguel , Dylan und Kaitlyn ] [SL:NAME_APP Messenger ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:CONTACT_RELATED meinen ] [SL:TYPE_RELATION Freunden ] [SL:CONTACT Jackson ] [SL:CONTACT Miguel ] [SL:CONTACT Dylan ] [SL:CONTACT Kaitlyn ] ] ] [SL:NAME_APP Messenger ] ]	calling	de_XX
Ich möchte einen Anruf mit Phillip Leonard und Kody Frye über Slack	[IN:CREATE_CALL [SL:CONTACT Phillip Leonard ] [SL:CONTACT Kody Frye ] [SL:NAME_APP Slack ] ]	[IN:CREATE_CALL [SL:CONTACT Phillip Leonard ] [SL:CONTACT Kody Frye ] [SL:NAME_APP Slack ] ]	calling	de_XX
Wähle bitte James Torres, Marissa Welch und Natasha Fleming	[IN:CREATE_CALL [SL:CONTACT James Torres ] [SL:CONTACT Marissa Welch ] [SL:CONTACT Natasha Fleming ] ]	[IN:CREATE_CALL [SL:CONTACT James Torres ] [SL:CONTACT Marissa Welch ] [SL:CONTACT Natasha Fleming ] ]	calling	de_XX
Ich würde gerne Brian und Louis anrufen	[IN:CREATE_CALL [SL:CONTACT Brian ] [SL:CONTACT Louis ] ]	[IN:CREATE_CALL [SL:CONTACT Brian ] [SL:CONTACT Louis ] ]	calling	de_XX
Erstelle für mich einen Videoanruf mit Reagan, Charles und Alina	[IN:CREATE_CALL [SL:CONTACT Reagan ] [SL:CONTACT Charles ] [SL:CONTACT Alina ] ]	[IN:CREATE_CALL [SL:CONTACT Reagan ] [SL:CONTACT Charles ] [SL:CONTACT Alina ] ]	calling	de_XX
Starte einen Anruf mit den Drama-Nerds	[IN:CREATE_CALL [SL:GROUP Drama - Nerds ] ]	[IN:CREATE_CALL [SL:GROUP Drama - Nerds ] ]	calling	de_XX
Führe einen Videoanruf mit Knitting durch	[IN:CREATE_CALL [SL:GROUP Knitting ] ]	[IN:CREATE_CALL [SL:GROUP Knitting ] ]	calling	de_XX
Ich möchte meine Fotographen-Gruppe anrufen	[IN:CREATE_CALL [SL:GROUP Fotographen - ] ]	[IN:CREATE_CALL [SL:GROUP Fotographen - ] ]	calling	de_XX
Wie soll das Wetter um neun sein	[IN:GET_WEATHER [SL:DATE_TIME um neun ] ]	[IN:GET_WEATHER [SL:DATE_TIME um neun ] ]	weather	de_XX
Könntest du einen Videoanruf starten	[IN:CREATE_CALL ]	[IN:CREATE_CALL ]	calling	de_XX
Kannst du WhatsApp-Kontake anrufen	[IN:CREATE_CALL [SL:NAME_APP WhatsApp ] ]	[IN:CREATE_CALL [SL:NAME_APP WhatsApp ] ]	calling	de_XX
Stelle meine Zusage für diese Veranstaltung auf „vielleicht"	[IN:SET_RSVP_INTERESTED ]	[IN:SET_RSVP_INTERESTED ]	event	de_XX
Stelle meinen Status zu gehe zur ersten Veranstaltung	[IN:SET_RSVP_YES [SL:ORDINAL ersten ] ]	[IN:SET_RSVP_YES [SL:ORDINAL ersten ] ]	event	de_XX
Setze meinen Status auf gehe zu Dia de los Muertos	[IN:SET_RSVP_YES [SL:TITLE_EVENT Dia de los Muertos ] ]	[IN:SET_RSVP_YES [SL:TITLE_EVENT Dia de los Muertos ] ]	event	de_XX
Setze meinen Status für Brickpalooza auf interessiert	[IN:SET_RSVP_INTERESTED [SL:TITLE_EVENT Brickpalooza ] ]	[IN:SET_RSVP_INTERESTED [SL:TITLE_EVENT Brickpalooza ] ]	event	de_XX
Ändere meinen Status zu gehe nicht zu Sleeping Beauty Dreams	[IN:SET_RSVP_NO [SL:TITLE_EVENT Sleeping Beauty Dreams ] ]	[IN:SET_RSVP_NO [SL:TITLE_EVENT Sleeping Beauty Dreams ] ]	event	de_XX
RSVP vielleicht für das zweite Event	[IN:SET_RSVP_INTERESTED [SL:ORDINAL zweite ] ]	[IN:SET_RSVP_INTERESTED [SL:ORDINAL zweite ] ]	event	de_XX
interessiert, zu Roxanne Dunbar-Ortiz mit Nikkita Oliver zu gehen	[IN:SET_RSVP_INTERESTED [SL:TITLE_EVENT Roxanne Dunbar - Ortiz mit Nikkita Oliver ] ]	[IN:SET_RSVP_INTERESTED [SL:TITLE_EVENT Roxanne Dunbar - Ortiz mit Nikkita Oliver ] ]	event	de_XX
Antworte bitte ja an Demonology 101	[IN:SET_RSVP_YES [SL:TITLE_EVENT Demonology 101 ] ]	[IN:SET_RSVP_YES [SL:TITLE_EVENT Demonology 101 ] ]	event	de_XX
Ändere meinen Status zu gehe nicht zum Dia de los Muertos	[IN:SET_RSVP_NO [SL:TITLE_EVENT Dia de los Muertos ] ]	[IN:SET_RSVP_NO [SL:TITLE_EVENT Dia de los Muertos ] ]	event	de_XX
Ändere meinen Status dazu, dass ich zu Naomi Klein zum Green New Deal gehe	[IN:SET_RSVP_YES [SL:TITLE_EVENT Naomi Klein zum Green New Deal ] ]	[IN:SET_RSVP_YES [SL:TITLE_EVENT Naomi Klein zum Green New Deal ] ]	event	de_XX
Wer hat mir geschrieben?	[IN:GET_MESSAGE_CONTACT [SL:RECIPIENT mir ] ]	[IN:GET_MESSAGE_CONTACT [SL:RECIPIENT mir ] ]	messaging	de_XX
Wer schrieb mir, wer ist das	[IN:GET_MESSAGE_CONTACT [SL:RECIPIENT mir ] [SL:CONTENT_EXACT wer ist das ] ]	[IN:GET_MESSAGE_CONTACT [SL:RECIPIENT mir ] [SL:CONTENT_EXACT wer ist das ] ]	messaging	de_XX
Wer schickte diese letzte Nachricht	[IN:GET_MESSAGE_CONTACT [SL:ORDINAL letzte ] ]	[IN:GET_MESSAGE_CONTACT [SL:ORDINAL letzte ] ]	messaging	de_XX
Klingel Phillip an	[IN:CREATE_CALL [SL:CONTACT Phillip ] ]	[IN:CREATE_CALL [SL:CONTACT Phillip ] ]	calling	de_XX
Gib mir einen Timer, der 2 Stunden dauern wird	[IN:CREATE_TIMER [SL:METHOD_TIMER Timer ] [SL:DATE_TIME 2 Stunden ] ]	[IN:CREATE_TIMER [SL:METHOD_TIMER Timer ] [SL:DATE_TIME 2 Stunden ] ]	timer	de_XX
Ändere den Anruf auf nur Vollbild	[IN:UPDATE_METHOD_CALL ]	[IN:UPDATE_METHOD_CALL ]	calling	de_XX
Verlängere den Timer um 24 Minuten	[IN:ADD_TIME_TIMER [SL:METHOD_TIMER Timer ] [SL:DATE_TIME um 24 Minuten ] ]	[IN:ADD_TIME_TIMER [SL:METHOD_TIMER Timer ] [SL:DATE_TIME um 24 Minuten ] ]	timer	de_XX
Verlängere den Timer um 4 Stunden und 10 Minuten	[IN:ADD_TIME_TIMER [SL:METHOD_TIMER Timer ] [SL:DATE_TIME um 4 Stunden und 10 Minuten ] ]	[IN:ADD_TIME_TIMER [SL:METHOD_TIMER Timer ] [SL:DATE_TIME um 4 Stunden und 10 Minuten ] ]	timer	de_XX
Kannst du den Timer stummschalten	[IN:PAUSE_TIMER [SL:METHOD_TIMER Timer ] ]	[IN:PAUSE_TIMER [SL:METHOD_TIMER Timer ] ]	timer	de_XX
Stelle einen Timer auf 60 Sekunden und einen zweiten auf 17 Minuten ein	[IN:CREATE_TIMER [SL:AMOUNT einen ] [SL:METHOD_TIMER Timer ] [SL:DATE_TIME auf 60 Sekunden ] [SL:ORDINAL zweiten ] [SL:DATE_TIME auf 17 Minuten ] ]	[IN:CREATE_TIMER [SL:AMOUNT einen ] [SL:METHOD_TIMER Timer ] [SL:DATE_TIME auf 60 Sekunden ] [SL:ORDINAL zweiten ] [SL:DATE_TIME auf 17 Minuten ] ]	timer	de_XX
Bitte stelle die Uhr auf 10 vor 9:00 Uhr	[IN:CREATE_ALARM [SL:DATE_TIME auf 10 vor 9 : 00 Uhr ] ]	[IN:CREATE_ALARM [SL:DATE_TIME auf 10 vor 9 : 00 Uhr ] ]	alarm	de_XX
Entferne 10 Minuten des Workout-Timers	[IN:SUBTRACT_TIME_TIMER [SL:DATE_TIME 10 Minuten ] [SL:TIMER_NAME Workout ] [SL:METHOD_TIMER Timers ] ]	[IN:SUBTRACT_TIME_TIMER [SL:DATE_TIME 10 Minuten ] [SL:TIMER_NAME Workout ] [SL:METHOD_TIMER Timers ] ]	timer	de_XX
Füge weitere 25 Minuten zum Pomodoro-Timer hinzu	[IN:ADD_TIME_TIMER [SL:DATE_TIME 25 Minuten ] [SL:TIMER_NAME Pomodoro ] [SL:METHOD_TIMER Timer ] ]	[IN:ADD_TIME_TIMER [SL:DATE_TIME 25 Minuten ] [SL:TIMER_NAME Pomodoro ] [SL:METHOD_TIMER Timer ] ]	timer	de_XX
Bitte füg dem Timer Trockner 9 Minuten hinzu	[IN:ADD_TIME_TIMER [SL:METHOD_TIMER Timer ] [SL:TIMER_NAME Trockner ] [SL:DATE_TIME 9 Minuten ] ]	[IN:ADD_TIME_TIMER [SL:DATE_TIME 9 MINUTEN ] [SL:TIMER_NAME Trockner ] [SL:METHOD_TIMER Timer ] ]	timer	de_XX
Wähle Roses Oma	[IN:CREATE_CALL [SL:CONTACT Roses Oma ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:CONTACT_RELATED Roses ] [SL:TYPE_RELATION Oma ] ] ] ]	calling	de_XX
Ruf Kaitlyn Dukes Schwester an	[IN:CREATE_CALL [SL:CONTACT Kaitlyn Dukes Schwester ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:CONTACT_RELATED Kaitlyn Duke ] [SL:TYPE_RELATION Schwester ] ] ] ]	calling	de_XX
Ruf den Partner von Melanie Suarez an	[IN:CREATE_CALL [SL:CONTACT Partner von Melanie Suarez ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION Partner ] [SL:CONTACT_RELATED Melanie Suarez ] ] ] ]	calling	de_XX
Wähle die Nummer von Maverick Olsons Frau	[IN:CREATE_CALL [SL:CONTACT Maverick Olsons Frau ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION Frau ] [SL:CONTACT_RELATED Maverick Olson ] ] ] ]	calling	de_XX
Könntest du Hadley Peterson, Marianas Mutter, anrufen	[IN:CREATE_CALL [SL:CONTACT Hadley Peterson , Marianas Mutter , ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:CONTACT_RELATED Mariana ] [SL:TYPE_RELATION Mutter ] [SL:CONTACT Hadley Peterson ] ] ] ]	calling	de_XX
Rufe Brooks Opa Daniela Cummings an	[IN:CREATE_CALL [SL:CONTACT Brooks Opa Daniela Cummings ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:CONTACT_RELATED Brooks ] [SL:TYPE_RELATION Opa ] [SL:CONTACT Daniela Cummings ] ] ] ]	calling	de_XX
Rufe meinen Papa über WhatsApp an	[IN:CREATE_CALL [SL:CONTACT meinen Papa ] [SL:NAME_APP WhatsApp ] ]	[IN:CREATE_CALL [SL:CONTACT [IN:GET_CONTACT [SL:CONTACT_RELATED meinen ] [SL:TYPE_RELATION Papa ] ] ] [SL:NAME_APP WhatsApp ] ]	calling	de_XX
